name,sex,number
Moira,F,4
Fabiano,M,4
Stanley,M,4
Lorenc,M,4
Leopoldo,M,4
Paolo Roberto,M,4
Peter,M,4
Annina,F,4
Rosalinda,F,4
Bardhul,M,4
Cosimo Damiano,M,4
Mario Luigi,M,4
Piero Giorgio,M,4
Isella,F,4
Alexia,F,4
Leonat,M,4
Maya,F,4
Peppino,M,4
Miguel Angel,M,4
Francesco Angelo,M,4
Alisa,F,4
Alessandro Antonio,M,4
Piergianni,M,4
Shkelzen,M,4
Fausta,F,4
Yara,F,4
Hane,F,4
Maria Lidia,F,4
Juliana,F,4
Ermal,M,4
Gesualdo,M,4
Ennio,M,4
Khalil,M,4
Vania,F,4
Charlotte,F,4
Mariasole,F,4
Kimete,F,4
Gjovalin,M,4
Maria Patrizia,F,4
Arian,M,4
Amin,M,4
Piergiovanni,M,4
Ylber,M,4
Mirca,F,4
Teodosio,M,4
Isa,F,4
Elena Maria,F,4
Dilva,F,4
Fatbardha,F,4
Prospero,M,4
Wafaa,F,4
Kreshnik,M,4
Giovanni Franco,M,4
Yassir,M,4
Piera Anna,F,4
Stefania Maria,F,4
Gilda,F,4
Alan,M,4
Giusto,M,4
Marsela,F,4
Chantal,F,4
Alexander,M,4
Fitim,M,4
Maria Adele,F,4
Shefqet,M,4
Alexandro,M,4
Rosellina,F,4
Pietro Domenico,M,4
Anxhela,F,4
Redouane,M,4
Nazzareno,M,4
Ketrin,F,4
Mounir,M,4
Giovanna Rosa,F,4
Taulant,M,4
Pasquina,F,4
Asllan,M,4
Demis,M,4
Bruna Maria,F,4
Juljan,M,4
Aleandro,M,4
Clemente,M,4
Vladimir,M,4
Catalin,M,4
Luca Maria,M,4
Raisa,F,4
Davis,M,4
Genoveffa,F,4
Mimma,F,4
Camelia,F,4
Angiola,F,4
Bernardino,M,4
Marko,M,4
Anna Lisa,F,4
Eglantina,F,4
Rocchina,F,4
Sanaa,F,4
Ludovica Maria,F,4
Paolo Giovanni,M,4
Laurentiu,M,4
Maria Stefania,F,4
Claudio Giuseppe,M,4
Anton,M,4
Jozefina,F,4
Alessandro Giuseppe,M,4
Aldina,F,4
Marco Antonio,M,4
Tomas,M,4
Ortensia,F,4
Pierluca,M,4
Maria Clara,F,4
Lucian,M,4
Yousra,F,4
Achraf,M,4
Hayat,F,4
Mirjeta,F,4
Sadete,F,4
Mariantonia,F,4
Domenico Antonio,M,4
Florentina,F,4
Sara Maria,F,4
Noah,M,4
Vesna,F,4
Fiammetta,F,4
Ruslan,M,4
Liberato,M,4
Joele,M,4
Sabire,F,4
Kamal,M,4
Maria Saveria,F,4
Lorenzo Salvatore,M,4
Svitlana,F,4
Marsida,F,4
Antonella Maria,F,4
Wendy,F,4
Olsi,M,4
Gjyljana,F,4
Matias,M,4
Francesco Luigi,M,4
Fadwa,F,4
Klara,F,4
Layla,F,4
Emine,F,4
Giorgina,F,4
Xhuljana,F,4
Floresha,F,4
Besmir,M,3
Maria Ausilia,F,3
Fabio Mario,M,3
Arsen,M,3
Florica,F,3
Reana,F,3
Ezia,F,3
Jamila,F,3
Elettra,F,3
Anca,F,3
Desirãe,F,3
Edvige,F,3
Tefta,F,3
Pellegrino,M,3
Rosangela Maria,F,3
Wilma,F,3
Onofria,F,3
Thierno,M,3
Larbi,M,3
Baldassare,M,3
Sonya,F,3
Vittorio Secondo,M,3
Franca Rosa,F,3
Stefano Angelo,M,3
Gisele,F,3
Piercarla,F,3
Oumaima,F,3
Nexhmije,F,3
Grace,F,3
Giuseppe Piero,M,3
Nevila,F,3
Vitantonio,M,3
Abderrahman,M,3
Massimo Giuseppe,M,3
Aziza,F,3
Rina Maria,F,3
Bertilla,F,3
Carla Angela,F,3
Lillo,M,3
Alla,F,3
Giordana,F,3
Rosi,F,3
Habiba,F,3
Vlad,M,3
Giovanni Sergio,M,3
Elisabetta Maria,F,3
Mahmoud,M,3
Anxhelo,M,3
Leandra,F,3
Ilham,F,3
Consolata,F,3
Rolando,M,3
Desara,F,3
Andreino,M,3
Sorin,M,3
Laura Piera,F,3
Massimo Pietro,M,3
Andiola,F,3
Ingrid,F,3
Incoronata,F,3
Sabatina,F,3
Maria Vincenza,F,3
Filippo Maria,M,3
Dounia,F,3
Hana,F,3
Sabato,M,3
Ermes,M,3
Ruggero,M,3
Beatrice Maria,F,3
Silvija,F,3
Giusi,F,3
Edmir,M,3
Devin,M,3
Mati,M,3
Mariassunta,F,3
Alvin,M,3
Maria Adriana,F,3
Roberta Maria,F,3
Saveria,F,3
Franco Paolo,M,3
Kristine,F,3
Zhaneta,F,3
Perparim,M,3
Nazmi,M,3
Antonio Giuseppe,M,3
Badr,M,3
Endi,M,3
Maria Carmen,F,3
Sajmir,M,3
Mouad,M,3
Federico Carlo,M,3
Tea,F,3
Leoluca,M,3
Nazzarena,F,3
Klaudja,F,3
Ersi,M,3
Franco Mario,M,3
Mariagnese,F,3
Gianina,F,3
Cristina Maria,F,3
Juliet,F,3
Abderrazak,M,3
Alberto Secondo,M,3
Cesarino,M,3
Briken,M,3
Ugolina,F,3
Ardiana,F,3
Monja,F,3
Amarildo,M,3
Alicia,F,3
Roselda,F,3
Gladys,F,3
Desiree',F,3
Cornel,M,3
Amaranta,F,3
Ivana Maria,F,3
Veronika,F,3
Khadim,M,3
Gerti,M,3
Silvana Giuseppina,F,3
Alberto Carlo,M,3
Anis,M,3
Frida,F,3
Fiqirete,F,3
Hamdi,M,3
Angela Rosa,F,3
Etleva,F,3
Valter Battista,M,3
Maria Filippa,F,3
Gianandrea,M,3
Souleymane,M,3
Venerina,F,3
Franca Teresa,F,3
Marietta,F,3
Deivis,M,3
Luigina Teresa,F,3
Luigi Carlo,M,3
Bardhyl,M,3
Noura,F,3
Edwin,M,3
Alessandro Giovanni,M,3
Nunziata,F,3
Adela,F,3
Ionut,M,3
Giovanna Francesca,F,3
Pier Enrico,M,3
Bahija,F,3
Otilia,F,3
Elmo,M,3
Margherita Giuseppina,F,3
Festim,M,3
Entela,F,3
Ercolina,F,3
Marija,F,3
Julinda,F,3
Mariem,F,3
Gioconda,F,3
Elvia,F,3
Graziella Rosa,F,3
Fatmira,F,3
Raffaelina,F,3
Federica Maria,F,3
Rachel,F,3
Rebecca Maria,F,3
Xhuljano,M,3
Resmije,F,3
Zaccaria,M,3
Gian Cesare,M,3
Andreea Daniela,F,3
Behare,F,3
Pier Giovanni,M,3
Osama,M,3
Fiorentina,F,3
Lena,F,3
Festime,F,3
Mrike,F,3
Raffaella Maria,F,3
Maria Immacolata,F,3
Flutura,F,3
Cristina Elena,F,3
Stefanina,F,3
Leonilda,F,3
Ilva,F,3
Ulisse,M,3
Mri,F,3
Tarek,M,3
Niko,M,3
Abdelillah,M,3
Klodjan,M,3
Axel,M,3
Altea,F,3
Steven,M,3
Albertino,M,3
Rosalda,F,3
Naime,F,3
Mouhamed,M,3
Marin,M,3
Bettina,F,3
Samuela,F,3
Rita Giovanna,F,3
Afrim,M,3
Giuseppina Francesca,F,3
Adalgisa,F,3
Dorotea,F,3
Alin Florin,M,3
Carmen Maria,F,3
Jawad,M,3
Ymer,M,3
Dion,M,3
Dashnor,M,3
Osman,M,3
Fiona,F,3
Liberata,F,3
Brisilda,F,3
Milva,F,3
Rei,M,3
Sanja,F,3
Ledia,F,3
Helga,F,3
Luisa Maria,F,3
Farid,M,3
Maria Alessandra,F,3
Luigi Mario,M,3
Paolo Secondo,M,3
Jordan,M,3
Lorina,F,3
Viktoria,F,3
Tullia,F,3
Moses,M,3
Yulia,F,3
Fatima Ezzahra,F,3
Franco Vittorio,M,3
Myriam,F,3
Nataliya,F,3
Andrea Francesco,M,3
Franca Luigina,F,3
Destiny,M,3
Susan,F,3
Angiolino,M,3
Franca Antonietta,F,3
Rezart,M,3
Alexandrina,F,3
Piero Antonio,M,3
Islam,M,3
Jing,F,3
Aneta,F,3
Quinto,M,3
Elmira,F,3
Talla,M,3
Ylli,M,3
Olha,F,3
Camilla Maria,F,3
Franco Ernesto,M,3
Vehbi,M,3
Tanya,F,3
Ada Maria,F,3
Pier Franco,M,3
Lia,F,3
Adel,M,3
Carmela Maria,F,3
Misir,M,3
Mustafa,M,3
Provvidenza,F,3
Kejdi,M,3
Paolo Michele,M,3
Ghita,F,3
Alket,M,3
Benvenuto,M,3
Emerson,M,3
Gioachino,M,3
Marco Alessandro,M,3
Elvana,F,3
Salima,F,3
Rida,M,3
Abdelouahed,M,3
Oumar,M,3
Ilona,F,3
Anzhela,F,3
Hanaa,F,3
Maria Catena,F,3
Gjyste,F,3
Malvina,F,3
Alberto Mario,M,3
Caterina Maria,F,3
Pier Francesco,M,3
Pierfrancesco,M,3
Xhulian,M,3
Ausilia,F,3
Ermenegildo,M,3
Elion,M,3
Pllumb,M,3
Ergi,M,3
Mariglen,M,3
Abdeslam,M,3
Rosalba Maria,F,3
Omaima,F,3
Federica Francesca,F,3
Riza,M,3
Rkia,F,3
Carla Rosa,F,3
Zehra,F,3
Morris,M,3
Migena,F,3
Taib,M,3
Valter Luigi,M,3
Senad,M,3
Italina,F,3
Edi Maria,F,3
Zyra,F,3
Antoneta,F,3
Giuseppina Elena,F,3
Shqipe,F,3
Xhoel,M,3
Adile,F,3
Maria Luigina,F,3
Giorgio Giovanni,M,3
Lumturie,F,3
Carla Teresa,F,3
Giuseppina Anna,F,3
Maria Nicoletta,F,3
Bajram,M,3
Loro,M,3
Hasnaa,F,3
Glenda,F,3
Salvatore Antonio,M,3
Qanije,F,3
Arif,M,3
Rexhina,F,3
Loreto,M,3
Amy,F,3
Pietro Angelo,M,3
Giorgio Giuseppe,M,3
Teodolinda,F,3
Alessandra Maria,F,3
Rim,F,3
Nelson,M,3
Edi,M,3
Pina,F,3
Franco Felice,M,3
Pavel,M,3
Xhulia,F,3
Rosalia Calogera,F,3
Mery,F,3
Annachiara,F,3
Ignazia,F,3
Moustapha,M,3
Stelvio,M,3
Maroua,F,3
Radouane,M,3
Nunziato,M,3
Sunday,M,3
Alain,M,3
Lakbira,F,3
Haxhi,M,3
Shyqyri,M,3
Brajan,M,3
Gora,M,3
Paride,M,3
Robertino,M,3
Giacinta,F,3
Wissal,F,3
Libero,M,3
Carol,F,3
Vincenzo Antonio,M,3
Anna Maria Teresa,F,3
Krenar,M,3
Maurizio Giovanni,M,3
Taha,M,3
Maria Enrica,F,3
Mariolina,F,3
Viktoriya,F,3
Doriano,M,3
Pierguido,M,3
Lodovica,F,3
Maria Palma,F,3
Rajan,M,3
Maria Valeria,F,3
Federico Giuseppe,M,3
Arjola,F,3
Fabrizio Giuseppe,M,3
Eraldo,M,3
Namik,M,3
Drande,F,3
Abdallah,M,3
Yana,F,3
Paolo Antonio,M,3
Ian,M,3
Domiziana,F,3
Giuseppe Andrea,M,3
Siria,F,3
Giusj,F,3
Lirije,F,3
Xhemal,M,3
El Mehdi,M,3
Ajet,M,3
Grigore,M,3
Jeffrey,M,3
Innocenza,F,3
Vito Antonio,M,3
Alesio,M,3
Abdelali,M,3
Iulian,M,3
Sabah,F,3
Ermanna,F,3
Marida,F,3
Ricardo,M,3
Liudmila,F,3
Antonia Maria,F,3
Kaoutar,F,3
Elisabeth,F,3
Jilali,M,3
Jani,M,3
Terezina,F,3
Giuseppe Angelo,M,3
Raymond,M,3
Yahya,M,3
Arcangela,F,3
Divine,F,3
Gregory,M,3
Abdessamad,M,3
Rahma,F,3
Samia,F,3
Godday,M,3
Nelea,F,3
Calogero Salvatore,M,3
Nunziatina,F,3
Donatina,F,3
Juana,F,3
Erald,M,3
Zana,F,3
Lorella Maria,F,3
Morgana,F,3
Michaela,F,3
Salvatore Calogero,M,3
Maria Eugenia,F,3
Elif,F,3
Elizabeta,F,3
Francesco Mario,M,3
Aaron,M,3
Gerta,F,3
Leme,F,3
Awa,F,3
Catalina,F,3
Rinalda,F,3
Leonardo Carlo,M,3
Irene Maria,F,3
Giovanni Cesare,M,3
Oliviero,M,3
Giuseppe Paolo,M,3
Myzejen,F,3
Tina,F,3
Zhor,F,3
Erisa,F,3
Zinaida,F,3
Kimberly,F,3
Raoul,M,3
Katya,F,3
Pavlin,M,3
Doris,F,3
Gentiana,F,3
Teuta,F,3
Serxhio,M,3
Franca Giovanna,F,3
Joseph,M,3
Ledina,F,3
Francesco Pio,M,3
Margherita Luigia,F,3
Giustina,F,3
Maria Annunziata,F,3
Entoni,M,3
Giovanni Luca,M,3
Sauro,M,3
Agnieszka,F,3
Roxana,F,3
Danish,M,3
Giuseppe Giacomo,M,3
Orfeo,M,3
Inna,F,3
Alena,F,3
Vivian,F,3
Simon,M,3
Oriella,F,3
Fadil,M,3
Genesio,M,3
Anna Giuseppina,F,3
Angelo Secondo,M,3
Maria Luciana,F,3
Izabela,F,3
Pedro,M,3
Monday,M,3
Giuseppina Piera,F,3
Flutur,F,3
Matilde Rosa,F,3
Alberto Maria,M,3
Noa,F,3
Xhemali,M,3
Rachela,F,3
Dede,M,3
Antonio Giovanni,M,3
Hava,F,3
Emmanuela,F,3
Filip,M,3
Juljana,F,3
Anella,F,3
Andrea Carlo,M,3
Zouhair,M,3
Mercedes,F,3
Andrea Paolo,M,3
Mohamed Amine,M,3
Gianfranco Giuseppe,M,3
James,M,3
Atika,F,3
Fatma,F,3
Valery,F,3
Hasan,M,3
Favour,F,3
Francesco Roberto,M,3
Pasquale Antonio,M,3
Rovena,F,3
Florina,F,3
Mame Diarra,F,3
Angjelin,M,3
El Houssine,M,3
Francesco Mattia,M,3
Bassirou,M,2
Luigino Paolo,M,2
Massimo Francesco,M,2
Flaviano,M,2
Lidio,M,2
Nazmie,F,2
Yllka,F,2
Fatoumata,F,2
Aislin,F,2
Roze,F,2
Olta,F,2
Maria Mercedes,F,2
Fabrizia,F,2
Benet,M,2
Alfredo Mauro,M,2
Delmo,M,2
Lionel,M,2
Maria Isabel,F,2
Stefania Antonella,F,2
Laura Rita,F,2
Juan Carlos,M,2
Karen,F,2
Isra,F,2
Amel,F,2
Rudin,M,2
Kelly,F,2
Mauretta,F,2
Innocenzo,M,2
Giulia Angela,F,2
Gelu,M,2
Ernestino,M,2
Sekou,M,2
Anna Carla,F,2
Giuseppina Angela,F,2
Maria Ines,F,2
Alin Constantin,M,2
Cristina Giuseppina,F,2
Chiaretta,F,2
Maylin,F,2
Austine,M,2
Maria Paolina,F,2
Ares,M,2
Roberto Angelo,M,2
Mario Giovanni,M,2
Isotta,F,2
Vittorio Angelo,M,2
Palmerino,M,2
Patrizia Michela,F,2
Jean Pierre,M,2
Domenica Maria,F,2
Enrico Alessandro,M,2
Nimete,F,2
Yan,F,2
Isabel Maria,F,2
Guglielmina,F,2
Vincenzino,M,2
Sergio Renato,M,2
Kamber,M,2
Sohaib,M,2
Luka,M,2
Verdiana,F,2
Santi,M,2
Liuba,F,2
Ndreke,M,2
Tomislav,M,2
Angela Patrizia,F,2
Redi,M,2
Leda,F,2
Bogdan,M,2
Cristina Ioana,F,2
Pierluigi Antonio,M,2
Hafida,F,2
Vasco,M,2
Abdelmajid,M,2
Sara Lisa,F,2
Mariannina,F,2
Albi,M,2
Nadire,F,2
Piero Giacomo,M,2
Paulina,F,2
Ossama,M,2
Nensi,F,2
Naike,F,2
Serghei,M,2
Francesco Romano,M,2
Ahmad,M,2
Romualdo,M,2
Fitnete,F,2
Anna Lucia,F,2
Tomorr,M,2
Vanesa,F,2
Abdelhamid,M,2
Fidelma,F,2
Bruna Giovanna,F,2
Andrei Marius,M,2
Simion,M,2
Melany,F,2
Ismaele,M,2
Catalina Elena,F,2
Salwa,F,2
Pier Gianni,M,2
Vlash,M,2
Mario Antonio,M,2
Giovanni Vincenzo,M,2
Shahin,M,2
Dirce,F,2
Tessy,F,2
Zyhra,F,2
Diega,F,2
Gjeline,F,2
Franca Alessandra,F,2
Maria Gemma,F,2
Enxhi,F,2
Tommasino,M,2
Walter Antonio,M,2
Josef,M,2
Patrizia Natalina,F,2
Mauro Giorgio,M,2
Armido,M,2
Consuela,F,2
Jillali,M,2
Luigi Rinaldo,M,2
Andreea Eliza,F,2
Errico,M,2
Huseyin,M,2
Dominik,M,2
Masimo,M,2
Beqir,M,2
Elidia,F,2
Giuseppe Salvatore,M,2
Shqiponja,F,2
Giuseppina Carla,F,2
Mbaye,M,2
Anna Assunta,F,2
Kozeta,F,2
Paul Emilian,M,2
Moncef,M,2
Leo,M,2
Adina,F,2
Mirella Teresa,F,2
Piero Carlo,M,2
Jari,M,2
Miryam,F,2
Margherita Carla,F,2
Barbarina,F,2
Hyrije,F,2
Giorgetta,F,2
Ioan Adrian,M,2
El Habib,M,2
Ninfa,F,2
Dunia,F,2
Ezio Renato,M,2
Luftar,M,2
Cosmina,F,2
Pier Cesare,M,2
Vincenzina Giuseppina,F,2
Sergia,F,2
Clelia Maria,F,2
Dionigi,M,2
Nazario,M,2
Alexandr,M,2
Gianfranco Luigi,M,2
Nela,F,2
Nour Eddine,M,2
Lorenzo Luigi,M,2
Seydou,M,2
Cornelia,F,2
Bouabid,M,2
Caterina Anna,F,2
Michela Giovanna,F,2
Giuseppina Teresa,F,2
Chloe',F,2
Davide Salvatore,M,2
Modesto,M,2
Edoardo Domenico,M,2
Leonardo Donato,M,2
Sidy,M,2
Andrea Giuseppe,M,2
Angjelina,F,2
Kristjana,F,2
Marilu',F,2
Maria Lorena,F,2
Ilinca,F,2
Sanae,F,2
Amedea,F,2
Englantina,F,2
Soufian,M,2
Giulia Maria,F,2
Jurgita,F,2
Ekaterina,F,2
Piera Luigia,F,2
Nouhaila,F,2
Margherita Angela,F,2
Gerard,M,2
Marcello Roberto,M,2
Mame Gor,M,2
Ez-zohra,F,2
Ernis,M,2
Elena Gabriela,F,2
Analia,F,2
Mirele,F,2
Adrien,M,2
Ottaviano,M,2
Maria Gianna,F,2
Vira,F,2
Alejandro,M,2
Ines Rosanna,F,2
Alfons,M,2
Lina Lucia,F,2
Marziano,M,2
Salvino,M,2
Luciano Carlo,M,2
Juri,M,2
Ethan,M,2
Grethel,F,2
Gleni,M,2
Hurme,F,2
Paolo Stefano,M,2
Natalie,F,2
Pieranna,F,2
Alvi,M,2
Nassim,M,2
Matthias,M,2
Darma,F,2
Narcisa,F,2
Lubiana,F,2
Sacha,M,2
Gianfranco Maria,M,2
Lorenzo Giovanni,M,2
Abel,M,2
Violete,F,2
Dinu,M,2
Gianluca Francesco,M,2
Flutra,F,2
Andrea Giovanni,M,2
Nevio,M,2
Alberto Franco,M,2
Sara Enrica,F,2
Arsida,F,2
Eloise,F,2
Servete,F,2
Asmae,F,2
Jorge Ricardo,M,2
Kendal,F,2
Anna Gabriella,F,2
Elektra,F,2
Clayton,M,2
Madiha,F,2
Federica Iris,F,2
Karin,F,2
Mario Alberto,M,2
Aurora Maria,F,2
Sasa,M,2
Melchiorra,F,2
Tonine,F,2
Naveed,M,2
Dionis,M,2
Vinicio,M,2
Asma,F,2
Dejan,M,2
Arlind,M,2
Marco Sergio,M,2
Souad,F,2
Anna Brigida,F,2
Maria Valentina,F,2
Anna Francesca,F,2
Kennedy,M,2
Silvia Rita,F,2
Rigels,M,2
Artin,M,2
Patrizia Gianna,F,2
Roxana Elena,F,2
Qazim,M,2
Tommasina,F,2
Cosmo,M,2
Abdeltif,M,2
Salah Eddine,M,2
Muhammed,M,2
Maria Nazzarena,F,2
Ziad,M,2
Giulio Carlo,M,2
Baba,M,2
Jianwei,F,2
Ugne,F,2
Franca Maria Teresa,F,2
Efrem,M,2
Olesea,F,2
Indrit,M,2
Fiorela,F,2
Pietro Luigi,M,2
Pierina Maria,F,2
Vittore,M,2
Grazio,M,2
Cristian Alessandro,M,2
Maria Sole,F,2
Gabriel Adrian,M,2
Paolo Giovanni Maria,M,2
Liman,M,2
Maria Cecilia,F,2
Zakia,F,2
Armida,F,2
Rosamaria,F,2
Morena Maria,F,2
Giovanna Clara,F,2
Marco Maria,M,2
Adelma,F,2
Battistina,F,2
Xiaoyan,F,2
Settimia,F,2
Viorel,M,2
Secondino Giuseppe,M,2
Lindite,F,2
Farah,F,2
Ritaj,F,2
Fjorela,F,2
Anna Giovanna,F,2
Ghenadie,M,2
Ildo,M,2
Lorenco,M,2
Lucia Anna,F,2
Maria Silvia,F,2
Loredana Maria,F,2
Marouane,M,2
Venera,F,2
Carla Francesca,F,2
Giampietro,M,2
Onorino,M,2
Delia Maria,F,2
Giovanna Carla,F,2
Domenica Teresa,F,2
Consuelo,F,2
Stefana,F,2
Hakim,M,2
Vule,F,2
Emiljan,M,2
Samoel,M,2
Hedije,F,2
Syria,F,2
Neythan,M,2
Angjela,F,2
Walter Mario,M,2
Carla Romana,F,2
Rokhaya,F,2
Rita Carla,F,2
Sestilio,M,2
Xiaoyang,F,2
Anderson,M,2
Nikoleta,F,2
Emma Maria,F,2
Matthew,M,2
Elena Catalina,F,2
Esther,F,2
Silena,F,2
Giovanni Domenico,M,2
Zeynep,F,2
Piermario,M,2
Angela Saveria,F,2
Stanislao,M,2
Croce,F,2
Ines Maria,F,2
Franco Piero,M,2
Marita,F,2
Carolina Rita,F,2
Marco Mario,M,2
Rikardo,M,2
Halida,F,2
Paola Carla,F,2
Alessio Nicolas,M,2
Bruno Giovanni,M,2
Roberta Angela,F,2
Silva,F,2
Safet,M,2
Ebenezer,M,2
Israel,M,2
Ola,F,2
Alberto Luigi,M,2
Alysia,F,2
Abass,M,2
Gjin,M,2
Nikita,M,2
Maria Emanuela,F,2
Josefina,F,2
Rezarta,F,2
Clio,F,2
Issa,M,2
Mostafa,M,2
Saddik,M,2
Safiya,F,2
Selvaggia,F,2
Enver,M,2
Snezana,F,2
Safiria,F,2
Giustino,M,2
Xhuana,F,2
Silvio Domenico,M,2
Lorens,M,2
Adamo,M,2
Giorgia Rebecca,F,2
Edmea,F,2
Andriana,F,2
Jeson,M,2
Moustafa,M,2
Bruno Alfredo,M,2
El Mustafa,M,2
Dmitry,M,2
Safia,F,2
Michelangela,F,2
Gilbert,M,2
Secondo Pietro,M,2
Terenzio,M,2
Aila,F,2
Ilaria Alessandra,F,2
Vitantonia,F,2
Cesk,M,2
Biagia,F,2
Michele Francesco,M,2
Maria Roberta,F,2
Gianpietro,M,2
Mario Angelo,M,2
Celestina Anna,F,2
Xiang,M,2
Ilija,M,2
Sherife,F,2
Pascal,M,2
Manola,F,2
Vasilika,F,2
Faustino,M,2
Hekuran,M,2
Rregjina,F,2
Renata Maria,F,2
Giorgio Antonio,M,2
Kristel,F,2
Laura Alessandra,F,2
Bruna Rosa,F,2
Luca Mario,M,2
Licia Maria,F,2
Ana Gabriela,F,2
Trandafile,F,2
Maria Irene,F,2
Margherita Rosa,F,2
Rosaura,F,2
Luca Giuseppe,M,2
Mirsad,M,2
Sekouba,M,2
Piera Luciana,F,2
Morgan,M,2
Gazment,M,2
Desi,F,2
Olinetto,M,2
Luigi Francesco,M,2
Tauland,M,2
Enzina,F,2
Catterina Maria,F,2
Alessandro Maria,M,2
Alessio Lorenzo,M,2
Keit,F,2
Susana,F,2
Mariama,F,2
Bangaly,M,2
Bardhok,M,2
Florin Nicolae,M,2
Oliver,M,2
Fouad,M,2
Anna Maddalena,F,2
Mouna,F,2
Alessandro Matteo,M,2
Giuseppe Ernesto,M,2
Imrane,M,2
Drilon,M,2
Andrea Salvatore,M,2
Joudia,F,2
Fiorentino,M,2
Luigi Alessandro,M,2
Angje,F,2
Hlima,F,2
Alisea,F,2
Salushe,F,2
Roberta Maria Teresa,F,2
Ottavino,M,2
Rita Luigina,F,2
Edward,M,2
Giovanni Maggiorino,M,2
Valter Piero,M,2
Bassma,F,2
Caterina Rosa,F,2
Daniela Anna,F,2
Leze,F,2
Alfredo Giuseppe,M,2
Dragica,F,2
Razije,F,2
Silvana Rosa,F,2
Pierita,F,2
Lidia Maria,F,2
Carla Paola,F,2
Damian,M,2
Maria Santa,F,2
Ottorino,M,2
El Mouloudi,M,2
Andrea Marcello,M,2
Fatima Zohra,F,2
Fabienne,F,2
Irma Maria,F,2
Scharmen,F,2
Giastin,M,2
Elvi,M,2
Petre,M,2
Fadma,F,2
Babacar,M,2
Mariarita,F,2
Silvana Rita,F,2
Maria Renata,F,2
Andreea Nicoleta,F,2
Alisia,F,2
Donata Maria,F,2
Rabija,F,2
Pietro Aldo,M,2
Age,F,2
Christine,F,2
Aldo Francesco,M,2
Marilina,F,2
Matteo Cristian,M,2
Monica Anna,F,2
Aleksandra,F,2
Marco Giuseppe,M,2
Nadia Maria,F,2
Eugeniu,M,2
Alteo,M,2
Arbi,M,2
Maria Sofia,F,2
Yasin,M,2
Doinita,F,2
Ida Maria,F,2
Serigne,M,2
Eligio,M,2
Maria Amalia,F,2
Etmond,M,2
Elga,F,2
Mire,F,2
Amalia Maria,F,2
Valerie,F,2
Luciana Vittoria,F,2
Andreea Maria,F,2
Elio Giovanni,M,2
Silvana Margherita,F,2
Maria Grazia Teresa,F,2
Liza,F,2
Claudia Maria,F,2
Chiaffredo,M,2
Filippo Franco,M,2
Vasil,M,2
Hind,F,2
Kine,F,2
Angela Margherita,F,2
Es Saadia,F,2
Giorgio Domenico,M,2
Gabriel Francesco,M,2
Costel,M,2
Youssou,M,2
Rosa Emma,F,2
Piermarino,M,2
Silvano Giuseppe,M,2
Othman,M,2
Carla Piera,F,2
Ella,F,2
Francesca Paola,F,2
Agostin,M,2
Mikela,F,2
Dean,M,2
Aris,M,2
Fatbardh,M,2
Mohamed Karam,M,2
Nush,M,2
Miao,M,2
Renata Giuseppina,F,2
Quintino,M,2
Salvatore Massimiliano,M,2
Malgorzata Maria,F,2
Giovanna Piera,F,2
Steluta,F,2
Klodjana,F,2
Prosperina,F,2
Jadranka,F,2
Giuseppe Felice,M,2
Simone Michele,M,2
Raja,F,2
Alexa,F,2
Malcolm,M,2
Ferdinant,M,2
Zamir,M,2
Matteo Alberto,M,2
Cristofaro,M,2
Sofia Francesca,F,2
Erind,M,2
Pier Luca,M,2
Leonardo Roberto,M,2
Graziella Giuseppina,F,2
Iulia Diana,F,2
Carla Emma,F,2
Eleni,F,2
Abdellaziz,M,2
Ellida,F,2
Ana Laura,F,2
Artemisia,F,2
Abdourahmane,M,2
Massimo Stefano,M,2
Jalel,M,2
Fred,M,2
Zuzana,F,2
Yaakoub,M,2
Luigi Giovanni,M,2
Evans,M,2
Safwan,M,2
Teresina Maria,F,2
Giovanni Eugenio,M,2
Fede,F,2
Eriola,F,2
Anna Carmela,F,2
Wahid,M,2
Veneranda,F,2
Roberto Ernesto,M,2
Alice Grazia,F,2
Roxana Maria,F,2
Gani,M,2
Maikol,M,2
Maria Adelaide,F,2
Steve,M,2
Maria Orsola,F,2
Pier Domenico,M,2
Gianguido,M,2
Priscilla,F,2
Lores,F,2
Piera Maddalena,F,2
Neva,F,2
Brigitte,F,2
Julia Alejandra,F,2
Jlenia,F,2
Fedora,F,2
Florindo,M,2
Giulia Teresa,F,2
Salvatorica,F,2
Giuseppe Egidio,M,2
Mirella Carla,F,2
Marc,M,2
Gjovana,F,2
Abdennabi,M,2
Euclide,M,2
Lucia Margherita,F,2
Cosmin,M,2
Tereza,F,2
Tiziana Maria,F,2
Maxim,M,2
Kemal,M,2
Antonio Domenico,M,2
Maria Costanza,F,2
Giuseppe Calogero,M,2
Silvia Angela,F,2
Maria Antonina,F,2
Abdelrhani,M,2
Dijana,F,2
Guido Giovanni,M,2
Roselino,M,2
Pier Michele,M,2
Bruna Pasqualina,F,2
Lucrezia Maria,F,2
Luke,M,2
Emilia Vittoria,F,2
Orjeta,F,2
Mya,F,2
Kelvin,M,2
Francesco Alberto,M,2
Mhamed,M,2
Crescenzo,M,2
Asta,F,2
Brahima,M,2
Saulo,M,2
Tiffany,F,2
Stefano Giuseppe,M,2
Monika,F,2
Jaouad,M,2
Angelino,M,2
Hilary,F,2
Ferid,M,2
Totil,M,2
